bond,Atom1,Atom2,confident_prediction,Rcov_sum,delta,R0_estimated,R0_empirical,B
Pr_Ag,Pr,Ag,0,3.48,0.4714115990278158,3.008588400972184,,
Ce_Cd,Ce,Cd,0,3.48,0.4890136252710537,2.990986374728946,,
Th_In,Th,In,0,3.48,0.4702504720589329,3.009749527941067,,
La_Ir,La,Ir,0,3.48,0.4978180309768215,2.982181969023178,,
Ce_Os,Ce,Os,0,3.48,0.4756962182863963,3.004303781713604,,
Pr_Tl,Pr,Tl,0,3.48,0.5079111010612407,2.972088898938759,,
Sm_At,Sm,At,1,3.48,0.5428018324915802,2.93719816750842,,
Sm_Rn,Sm,Rn,0,3.48,0.530883930253819,2.949116069746181,,
Eu_At,Eu,At,1,3.48,0.5492026228650064,2.930797377134994,,
Eu_Rn,Eu,Rn,0,3.48,0.5386837970540945,2.941316202945905,,
Pa_Bi,Pa,Bi,0,3.48,0.4874639286327404,2.99253607136726,,
Bk_Am,Bk,Am,0,3.48,0.2927355485089373,3.187264451491063,,
Cf_Am,Cf,Am,0,3.48,0.2932877105233167,3.186712289476684,,
Ra_Li,Ra,Li,0,3.49,0.3991594659418612,3.090840534058139,,
Cs_S,Cs,S,1,3.49,0.6181618695011184,2.871838130498882,2.89,0.37
K_Ru,K,Ru,0,3.49,0.4148786982493519,3.075121301750648,,
K_Pb,K,Pb,0,3.49,0.462066449957918,3.027933550042082,,
Er_Ti,Er,Ti,0,3.49,0.4731750305990933,3.016824969400907,,
Gd_V,Gd,V,0,3.49,0.4668085870841974,3.023191412915803,,
U_V,U,V,0,3.49,0.4298193869230056,3.060180613076994,,
Pm_Mn,Pm,Mn,0,3.49,0.4563960340694839,3.033603965930516,,
La_Fe,La,Fe,0,3.49,0.4854050183913826,3.004594981608617,,
Sr_Mo,Sr,Mo,0,3.49,0.4128111108612037,3.077188889138796,,
Pr_Ru,Pr,Ru,0,3.49,0.46852074199231,3.02147925800769,,
La_Rh,La,Rh,0,3.49,0.4698014125324121,3.020198587467588,,
Ce_Ag,Ce,Ag,0,3.49,0.4660002283540554,3.023999771645945,,
La_In,La,In,0,3.49,0.4790048067652886,3.010995193234711,,
Ce_Tl,Ce,Tl,0,3.49,0.5002745910328612,2.989725408967139,,
Pr_Pb,Pr,Pb,0,3.49,0.5147721803626307,2.975227819637369,,
Nd_Bi,Nd,Bi,0,3.49,0.5041708835949557,2.985829116405044,,
Pm_At,Pm,At,1,3.49,0.5422175503268116,2.947782449673189,,
Pm_Rn,Pm,Rn,0,3.49,0.5307576547783533,2.959242345221647,,
Sm_Re,Sm,Re,0,3.49,0.4713253929401417,3.018674607059859,,
Eu_Re,Eu,Re,0,3.49,0.4785758523168724,3.011424147683128,,
Yb_W,Yb,W,0,3.49,0.4908040282858713,2.999195971714129,,
Lu_W,Lu,W,0,3.49,0.4829877208651969,3.007012279134803,,
Pu_W,Pu,W,0,3.49,0.4111710355179687,3.078828964482032,,
Am_Cm,Am,Cm,0,3.49,0.3611485475733,3.1288514524267,,
Cs_Ar,Cs,Ar,0,3.5,0.6677275397479002,2.8322724602521,,
K_Tc,K,Tc,0,3.5,0.4453685939543746,3.054631406045625,,
Am_Sc,Am,Sc,0,3.5,0.3347644390050313,3.165235560994969,,
Y_Ti,Y,Ti,0,3.5,0.4368508340782115,3.063149165921788,,
Tm_Ti,Tm,Ti,0,3.5,0.4859604274097377,3.014039572590262,,
Np_Ti,Np,Ti,0,3.5,0.413318375329372,3.086681624670628,,
Pa_Mn,Pa,Mn,0,3.5,0.4370798071321756,3.062920192867824,,
Zr_Zr,Zr,Zr,0,3.5,0.4196269602265276,3.080373039773472,,
Zr_Hf,Zr,Hf,0,3.5,0.4174798544025583,3.082520145597442,,
Gd_Mo,Gd,Mo,0,3.5,0.4756231637779876,3.024376836222012,,
U_Mo,U,Mo,0,3.5,0.4418588958178888,3.058141104182111,,
Pr_Tc,Pr,Tc,0,3.5,0.4986022621541008,3.001397737845899,,
Ce_Ru,Ce,Ru,0,3.5,0.4634381537604785,3.036561846239521,,
Th_Cd,Th,Cd,0,3.5,0.4784880729215804,3.02151192707842,,
Ce_Pb,Ce,Pb,0,3.5,0.5071356703342511,2.992864329665749,,
Pm_Re,Pm,Re,0,3.5,0.4706446368410281,3.029355363158972,,
Hf_Hf,Hf,Hf,0,3.5,0.4140123905475939,3.085987609452406,,
Am_Ta,Am,Ta,0,3.5,0.3456496141574416,3.154350385842558,,
Th_Os,Th,Os,0,3.5,0.4667496281365435,3.033250371863457,,
Pa_At,Pa,At,1,3.5,0.5238108178274933,2.976189182172507,,
Pa_Rn,Pa,Rn,0,3.5,0.5088026533681351,2.991197346631865,,
Cs_P,Cs,P,1,3.51,0.5561255444311568,2.953874455568843,2.93,0.37
K_Bi,K,Bi,0,3.51,0.4658979685629143,3.044102031437085,,
Ca_Zr,Ca,Zr,0,3.51,0.3955611338313217,3.114438866168678,,
Ca_Hf,Ca,Hf,0,3.51,0.393462607458786,3.116537392541214,,
Sm_V,Sm,V,0,3.51,0.4548809886209515,3.055119011379048,,
Eu_V,Eu,V,0,3.51,0.4621314479976822,3.047868552002317,,
Nd_Mn,Nd,Mn,0,3.51,0.4577658326801324,3.052234167319868,,
Yb_Nb,Yb,Nb,0,3.51,0.4906299316799356,3.019370068320064,,
Lu_Nb,Lu,Nb,0,3.51,0.4828136242592612,3.027186375740738,,
Pu_Nb,Pu,Nb,0,3.51,0.4113431992562435,3.098656800743756,,
Ce_Tc,Ce,Tc,0,3.51,0.4935196739222693,3.016480326077731,,
Th_Ag,Th,Ag,0,3.51,0.455689654883406,3.054310345116594,,
La_Cd,La,Cd,0,3.51,0.4905740854868596,3.01942591451314,,
Ba_Pt,Ba,Pt,0,3.51,0.4201965108902526,3.089803489109747,,
Ba_Au,Ba,Au,0,3.51,0.447666579923961,3.062333420076039,,
La_Os,La,Os,0,3.51,0.4736480795073436,3.036351920492656,,
Pr_Bi,Pr,Bi,0,3.51,0.5071330420744266,3.002866957925573,,
Nd_At,Nd,At,1,3.51,0.5417298268008784,2.968270173199121,,
Nd_Rn,Nd,Rn,0,3.51,0.5302699312524202,2.97973006874758,,
Er_W,Er,W,0,3.51,0.4755812830264552,3.034418716973545,,
Pa_Re,Pa,Re,0,3.51,0.4543033442405333,3.055696655759466,,
Ac_Pt,Ac,Pt,0,3.51,0.4605279152012371,3.049472084798762,,
Ac_Au,Ac,Au,0,3.51,0.4834304287374488,3.026569571262551,,
Th_Tl,Th,Tl,0,3.51,0.4938219446419986,3.016178055358001,,
Ca_Ca,Ca,Ca,0,3.52,0.3791326407325096,3.14086735926749,,
Dy_Ti,Dy,Ti,0,3.52,0.4780546671602173,3.041945332839783,,
Ho_Ti,Ho,Ti,0,3.52,0.4778011702132962,3.042198829786704,,
Pm_V,Pm,V,0,3.52,0.4542002325218379,3.065799767478162,,
Rb_Cu,Rb,Cu,0,3.52,0.4787021620565415,3.041297837943459,,
Rb_Hg,Rb,Hg,0,3.52,0.5195439949434364,3.000456005056564,,
Y_W,Y,W,0,3.52,0.4419280342462596,3.078071965753741,,
Sm_Mo,Sm,Mo,0,3.52,0.4674787259652102,3.05252127403479,,
Eu_Mo,Eu,Mo,0,3.52,0.474729185341941,3.045270814658059,,
Th_Ru,Th,Ru,0,3.52,0.4544915636106257,3.065508436389374,,
La_Ag,La,Ag,0,3.52,0.4660256525590257,3.053974347440974,,
La_Tl,La,Tl,0,3.52,0.5031710737183928,3.016828926281607,,
Ce_Bi,Ce,Bi,0,3.52,0.4994965320460469,3.020503467953953,,
Nd_Re,Nd,Re,0,3.52,0.4723149222564796,3.04768507774352,,
Tm_W,Tm,W,0,3.52,0.4904257408292273,3.029574259170773,,
Np_W,Np,W,0,3.52,0.4176569745743947,3.102343025425605,,
Th_Pb,Th,Pb,0,3.52,0.5011798053996976,3.018820194600302,,
Na_Yb,Na,Yb,0,3.53,0.44006643077157,3.08993356922843,,
Na_Lu,Na,Lu,0,3.53,0.4240008934068735,3.105999106593127,,
Na_Pu,Na,Pu,0,3.53,0.4119967864082202,3.11800321359178,,
K_Mn,K,Mn,0,3.53,0.4201512962344968,3.109848703765503,,
K_At,K,At,1,3.53,0.536248753761716,2.993751246238284,,
K_Rn,K,Rn,0,3.53,0.5321375906213412,2.997862409378659,,
Pa_V,Pa,V,0,3.53,0.4384518553802316,3.091548144619769,,
Pr_Mn,Pr,Mn,0,3.53,0.461373950697525,3.068626049302475,,
Ba_Co,Ba,Co,0,3.53,0.3986977122268323,3.131302287773168,,
Ac_Co,Ac,Co,0,3.53,0.4355471534230946,3.094452846576905,,
Ra_Cu,Ra,Cu,0,3.53,0.4513429719456948,3.078657028054305,,
Er_Nb,Er,Nb,0,3.53,0.4754071864205195,3.05459281357948,,
Pm_Mo,Pm,Mo,0,3.53,0.4667979698660967,3.063202030133904,,
Th_Tc,Th,Tc,0,3.53,0.4839782894023779,3.046021710597622,,
La_Ru,La,Ru,0,3.53,0.463780714649462,3.066219285350538,,
Ba_Te,Ba,Te,1,3.53,0.4397210983405635,3.090278901659437,3.08,0.37
Ac_Te,Ac,Te,0,3.53,0.4926164985857653,3.037383501414235,,
La_Pb,La,Pb,0,3.53,0.5100782090209695,3.01992179097903,,
Pr_At,Pr,At,1,3.53,0.546193106461069,2.983806893538931,,
Pr_Rn,Pr,Rn,0,3.53,0.5347332109126108,2.995266789087389,,
Ra_Hg,Ra,Hg,0,3.53,0.468610527660395,3.061389472339605,,
K_Re,K,Re,0,3.54,0.4207902669416646,3.119209733058335,,
Tb_Ti,Tb,Ti,0,3.54,0.4670106098064826,3.072989390193517,,
Nd_V,Nd,V,0,3.54,0.4558705179372894,3.084129482062711,,
Ba_Cr,Ba,Cr,0,3.54,0.3973722799054845,3.142627720094516,,
Ac_Cr,Ac,Cr,0,3.54,0.4383770587585032,3.101622941241497,,
Ce_Mn,Ce,Mn,0,3.54,0.4562067262603465,3.083793273739654,,
Y_Nb,Y,Nb,0,3.54,0.4421456614334004,3.0978543385666,,
Tm_Nb,Tm,Nb,0,3.54,0.4902516442232915,3.049748355776709,,
Np_Nb,Np,Nb,0,3.54,0.4178746017615355,3.122125398238464,,
Pa_Mo,Pa,Mo,0,3.54,0.4504566772656018,3.089543322734398,,
La_Tc,La,Tc,0,3.54,0.4938622348112528,3.046137765188747,,
Ba_Pd,Ba,Pd,0,3.54,0.5006519497863124,3.039348050213688,,
Ac_Pd,Ac,Pd,0,3.54,0.5489176661336184,2.991082333866382,,
Ba_Sn,Ba,Sn,0,3.54,0.4508423380874683,3.089157661912532,,
Ac_Sn,Ac,Sn,0,3.54,0.4895118947230665,3.050488105276933,,
Ba_Sb,Ba,Sb,1,3.54,0.4442171144250798,3.09578288557492,,
Ac_Sb,Ac,Sb,0,3.54,0.4814843789596763,3.058515621040324,,
Ba_I,Ba,I,1,3.54,0.4686629690085165,3.071337030991484,3.13,0.37
Ac_I,Ac,I,1,3.54,0.5252184791233593,3.014781520876641,,
Ce_At,Ce,At,1,3.54,0.537390491201444,3.002609508798556,,
Ce_Rn,Ce,Rn,0,3.54,0.5281898392050461,3.011810160794954,,
Pr_Re,Pr,Re,0,3.54,0.4744323106846228,3.065567689315377,,
Dy_W,Dy,W,0,3.54,0.4804609195875793,3.059539080412421,,
Ho_W,Ho,W,0,3.54,0.4822664836327858,3.057733516367214,,
Th_Bi,Th,Bi,0,3.54,0.4935406671114935,3.046459332888507,,
Na_Er,Na,Er,0,3.55,0.4119967864082202,3.13800321359178,,
Cs_Si,Cs,Si,1,3.55,0.519526275396867,3.030473724603133,,
Sr_Ti,Sr,Ti,0,3.55,0.4077797787778749,3.142220221222125,,
Am_Zr,Am,Zr,0,3.55,0.3478021612549644,3.202197838745035,,
Nd_Mo,Nd,Mo,0,3.55,0.4684682552815481,3.081531744718452,,
Ba_Xe,Ba,Xe,0,3.55,0.4744887073961958,3.075511292603804,,
Ac_Xe,Ac,Xe,0,3.55,0.5308128114458064,3.019187188554193,,
Ba_Po,Ba,Po,1,3.55,0.4489507867509164,3.101049213249083,,
La_Bi,La,Bi,0,3.55,0.5024390707327653,3.047560929267235,,
Ce_Re,Ce,Re,0,3.55,0.4693497224527913,3.080650277547209,,
Yb_Bk,Yb,Bk,0,3.55,0.4800808993907461,3.069919100609254,,
Yb_Cf,Yb,Cf,0,3.55,0.4830189219947569,3.066981078005243,,
Bk_Lu,Bk,Lu,0,3.55,0.3084443166341293,3.241555683365871,,
Cf_Lu,Cf,Lu,0,3.55,0.3089964786485087,3.241003521351491,,
Am_Hf,Am,Hf,0,3.55,0.3456496141574416,3.204350385842558,,
Ac_Po,Ac,Po,0,3.55,0.487256398968553,3.062743601031447,,
Pu_Bk,Pu,Bk,0,3.55,0.4020299336505643,3.147970066349436,,
Pu_Cf,Pu,Cf,0,3.55,0.4049679562545752,3.145032043745425,,
Fr_Be,Fr,Be,0,3.56,0.4365637850453331,3.123436214954667,,
Na_Y,Na,Y,0,3.56,0.4171930351587992,3.1428069648412,,
Na_Tm,Na,Tm,0,3.56,0.4119967864082202,3.148003213591779,,
Na_Np,Na,Np,0,3.56,0.4179801955239236,3.142019804476076,,
Ba_Mg,Ba,Mg,0,3.56,0.379481253043621,3.180518746956379,,
Ac_Mg,Ac,Mg,0,3.56,0.4198221488902091,3.140177851109791,,
K_V,K,V,0,3.56,0.4048414213029514,3.155158578697048,,
Ca_Am,Ca,Am,0,3.56,0.3802890839103212,3.179710916089679,,
Gd_Ti,Gd,Ti,0,3.56,0.4741257970387542,3.085874202961246,,
U_Ti,U,Ti,0,3.56,0.4372285089494782,3.122771491050522,,
Pr_V,Pr,V,0,3.56,0.4578937978781574,3.102106202121842,,
Th_Mn,Th,Mn,0,3.56,0.4467340777754644,3.113265922224536,,
Rb_Pt,Rb,Pt,0,3.56,0.4553421414284764,3.104657858571524,,
Rb_Au,Rb,Au,0,3.56,0.4884348070197424,3.071565192980258,,
Dy_Nb,Dy,Nb,0,3.56,0.4802868229816436,3.079713177018356,,
Ho_Nb,Ho,Nb,0,3.56,0.48209238702685,3.07790761297315,,
Ba_Ir,Ba,Ir,0,3.56,0.4420098665438368,3.117990133456163,,
Tb_W,Tb,W,0,3.56,0.4721992251242688,3.087800774875731,,
Yb_Cm,Yb,Cm,0,3.56,0.514157190791626,3.045842809208374,,
Cm_Lu,Cm,Lu,0,3.56,0.2219098268043623,3.338090173195638,,
Ac_Ir,Ac,Ir,0,3.56,0.4778541744404701,3.082145825559529,,
Th_At,Th,At,1,3.56,0.5320111473069178,3.027988852693082,,
Th_Rn,Th,Rn,0,3.56,0.5187994936928653,3.041200506307135,,
Pu_Cm,Pu,Cm,0,3.56,0.4328338008803475,3.127166199119653,,
K_Mo,K,Mo,0,3.57,0.4169435999667332,3.153056400033267,,
Yb_Sc,Yb,Sc,0,3.57,0.4883977758585094,3.081602224141491,,
Lu_Sc,Lu,Sc,0,3.57,0.4788012406918022,3.091198759308198,,
Pu_Sc,Pu,Sc,0,3.57,0.4083100999562378,3.161689900043763,,
Ce_V,Ce,V,0,3.57,0.453055355882908,3.116944644117092,,
La_Mn,La,Mn,0,3.57,0.4564812170573166,3.113518782942683,,
Ba_Fe,Ba,Fe,0,3.57,0.4292833337027899,3.14071666629721,,
Ac_Fe,Ac,Fe,0,3.57,0.4657205570583118,3.104279442941688,,
Sr_W,Sr,W,0,3.57,0.4128111108612037,3.157188889138796,,
Pr_Mo,Pr,Mo,0,3.57,0.4705856437096914,3.099414356290309,,
Ba_Rh,Ba,Rh,0,3.57,0.4161195106294814,3.153880489370518,,
Ac_Rh,Ac,Rh,0,3.57,0.4565313740236117,3.113468625976388,,
Ba_In,Ba,In,0,3.57,0.4238569855673536,3.146143014432646,,
Ac_In,Ac,In,0,3.57,0.4664481949085463,3.103551805091453,,
La_At,La,At,1,3.57,0.5423645437158102,3.02763545628419,,
La_Rn,La,Rn,0,3.57,0.5326680960110102,3.037331903988989,,
Bk_Er,Bk,Er,0,3.57,0.3001627978650922,3.269837202134908,,
Cf_Er,Cf,Er,0,3.57,0.3007149598794716,3.269285040120528,,
Yb_Ta,Yb,Ta,0,3.57,0.4978214265192673,3.072178573480733,,
Lu_Ta,Lu,Ta,0,3.57,0.4900051190985929,3.079994880901407,,
Pu_Ta,Pu,Ta,0,3.57,0.4185346940955752,3.151465305904425,,
Th_Re,Th,Re,0,3.57,0.4604031323029385,3.109596867697062,,
Ra_Pt,Ra,Pt,0,3.57,0.4378203985603216,3.132179601439679,,
Ra_Au,Ra,Au,0,3.57,0.4607229120965333,3.109277087903467,,
Na_Dy,Na,Dy,0,3.58,0.4119967864082202,3.16800321359178,,
Na_Ho,Na,Ho,0,3.58,0.4119967864082202,3.16800321359178,,
Sm_Ti,Sm,Ti,0,3.58,0.462290110647424,3.117709889352576,,
Eu_Ti,Eu,Ti,0,3.58,0.4695405700241547,3.110459429975845,,
Rb_Co,Rb,Co,0,3.58,0.4549157523540194,3.125084247645981,,
Rb_Te,Rb,Te,1,3.58,0.5630424919037658,3.016957508096234,3.0,0.37
Bk_Y,Bk,Y,0,3.58,0.300871608674456,3.279128391325544,,
Cf_Y,Cf,Y,0,3.58,0.3021157001610452,3.277884299838955,,
Tb_Nb,Tb,Nb,0,3.58,0.4724168523114096,3.107583147688591,,
Ce_Mo,Ce,Mo,0,3.58,0.4655030554778599,3.11449694452214,,
La_Re,La,Re,0,3.58,0.4696922833417748,3.110307716658225,,
Gd_W,Gd,W,0,3.58,0.4756231637779876,3.104376836222012,,
Er_Cm,Er,Cm,0,3.58,0.5005164725599308,3.079483527440069,,
Bk_Tm,Bk,Tm,0,3.58,0.3001627978650922,3.279837202134908,,
Cf_Tm,Cf,Tm,0,3.58,0.3007149598794716,3.279285040120528,,
U_W,U,W,0,3.58,0.4418588958178888,3.138141104182111,,
Bk_Np,Bk,Np,0,3.58,0.3000329190831429,3.279967080916857,,
Cf_Np,Cf,Np,0,3.58,0.3005850810975224,3.279414918902478,,
Er_Sc,Er,Sc,0,3.59,0.4731750305990933,3.116824969400906,,
Pm_Ti,Pm,Ti,0,3.59,0.4616093545483104,3.128390645451689,,
Th_V,Th,V,0,3.59,0.4449067545863765,3.145093245413623,,
Rb_Cr,Rb,Cr,0,3.59,0.4351008863911777,3.154899113608822,,
Ra_Co,Ra,Co,0,3.59,0.418077700135201,3.171922299864799,,
Rb_Pd,Rb,Pd,0,3.59,0.5437294867784687,3.046270513221531,,
Rb_Sn,Rb,Sn,0,3.59,0.5063406216521518,3.083659378347848,,
Rb_Sb,Rb,Sb,1,3.59,0.529765611645345,3.060234388354655,,
Rb_I,Rb,I,1,3.59,0.5897586869251698,3.00024131307483,3.01,0.37
Sr_Nb,Sr,Nb,0,3.59,0.4136610984604094,3.17633890153959,,
Cm_Y,Cm,Y,0,3.59,0.2169972481956668,3.373002751804333,,
Ba_Cd,Ba,Cd,0,3.59,0.433690328218338,3.156309671781662,,
Ac_Cd,Ac,Cd,0,3.59,0.4712489351113767,3.118751064888623,,
Ra_Te,Ra,Te,1,3.59,0.480051098430856,3.109948901569144,,
Ba_Os,Ba,Os,0,3.59,0.4199661776044129,3.170033822395587,,
Er_Ta,Er,Ta,0,3.59,0.4825986812598512,3.107401318740149,,
Tm_Cm,Tm,Cm,0,3.59,0.513778903334982,3.076221096665018,,
Ac_Os,Ac,Os,0,3.59,0.4603780409985431,3.129621959001457,,
Np_Cm,Np,Cm,0,3.59,0.4393197399367734,3.150680260063226,,
Na_Tb,Na,Tb,0,3.6,0.411209626043096,3.188790373956904,,
Y_Sc,Y,Sc,0,3.6,0.4368508340782115,3.163149165921788,,
Tm_Sc,Tm,Sc,0,3.6,0.4859604274097377,3.114039572590262,,
Np_Sc,Np,Sc,0,3.6,0.413318375329372,3.186681624670628,,
Pa_Ti,Pa,Ti,0,3.6,0.4458609774067041,3.154139022593296,,
La_V,La,V,0,3.6,0.4534326037814044,3.146567396218595,,
Ra_Cr,Ra,Cr,0,3.6,0.4173876264658886,3.182612373534111,,
Cs_Kr,Cs,Kr,0,3.6,0.6667062507528148,2.933293749247185,,
Rb_Xe,Rb,Xe,0,3.6,0.593698267891982,3.006301732108018,,
Rb_Po,Rb,Po,1,3.6,0.5658465332888456,3.034153466711154,,
Y_Ta,Y,Ta,0,3.6,0.4493371562727322,3.150662843727267,,
Gd_Nb,Gd,Nb,0,3.6,0.4757488788932127,3.124251121106787,,
U_Nb,U,Nb,0,3.6,0.4420765230050296,3.15792347699497,,
Th_Mo,Th,Mo,0,3.6,0.456556465328007,3.143443534671993,,
Ra_Pd,Ra,Pd,0,3.6,0.5209470133207041,3.079052986679296,,
Ba_Ag,Ba,Ag,0,3.6,0.4121545038348929,3.187845496165107,,
Ac_Ag,Ac,Ag,0,3.6,0.4484110295722669,3.151588970427733,,
Ra_Sn,Ra,Sn,0,3.6,0.4682400396502667,3.131759960349733,,
Ra_Sb,Ra,Sb,1,3.6,0.4621350996561608,3.137864900343839,,
Ra_I,Ra,I,1,3.6,0.5066793607873246,3.093320639212675,,
Ba_Tl,Ba,Tl,0,3.6,0.4458969899904039,3.154103010009596,,
Sm_W,Sm,W,0,3.6,0.4674787259652102,3.13252127403479,,
Eu_W,Eu,W,0,3.6,0.474729185341941,3.125270814658059,,
Bk_Dy,Bk,Dy,0,3.6,0.3001627978650922,3.299837202134908,,
Cf_Dy,Cf,Dy,0,3.6,0.3007149598794716,3.299285040120528,,
Bk_Ho,Bk,Ho,0,3.6,0.3001627978650922,3.299837202134908,,
Cf_Ho,Cf,Ho,0,3.6,0.3007149598794716,3.299285040120528,,
Tm_Ta,Tm,Ta,0,3.6,0.4974431390626233,3.102556860937376,,
Np_Ta,Np,Ta,0,3.6,0.425066096600867,3.174933903399133,,
Ac_Tl,Ac,Tl,0,3.6,0.4839206438340996,3.1160793561659,,
Am_Am,Am,Am,0,3.6,0.3327472468545906,3.26725275314541,,
Sr_Na,Sr,Na,0,3.61,0.389438258582144,3.220561741417856,,
Rb_Mg,Rb,Mg,0,3.61,0.4154015923301621,3.194598407669838,,
Nd_Ti,Nd,Ti,0,3.61,0.4632796399637619,3.146720360036238,,
Rb_Ir,Rb,Ir,0,3.61,0.481642762632756,3.128357237367244,,
La_Mo,La,Mo,0,3.61,0.4658456163668434,3.144154383633157,,
Ba_Ru,Ba,Ru,0,3.61,0.4100988127465314,3.199901187253468,,
Ac_Ru,Ac,Ru,0,3.61,0.4505106761406615,3.159489323859338,,
Ra_Xe,Ra,Xe,0,3.61,0.5114931871321025,3.098506812867897,,
Ba_Pb,Ba,Pb,0,3.61,0.4525990931918807,3.157400906808119,,
Pm_W,Pm,W,0,3.61,0.4667979698660967,3.143202030133904,,
Dy_Cm,Dy,Cm,0,3.61,0.5053961091210549,3.104603890878945,,
Ho_Cm,Ho,Cm,0,3.61,0.5072016731662614,3.102798326833739,,
Ac_Pb,Ac,Pb,0,3.61,0.4909124259022987,3.119087574097701,,
Ra_Po,Ra,Po,1,3.61,0.476454446657302,3.133545553342698,,
Na_Gd,Na,Gd,0,3.62,0.423628445521394,3.196371554478606,,
Na_U,Na,U,0,3.62,0.4171930351587992,3.202806964841201,,
Ra_Mg,Ra,Mg,0,3.62,0.3994965996040252,3.220503400395975,,
Fr_Cl,Fr,Cl,1,3.62,0.6207365194975271,2.999263480502473,,
Dy_Sc,Dy,Sc,0,3.62,0.4780546671602173,3.141945332839783,,
Ho_Sc,Ho,Sc,0,3.62,0.4778011702132962,3.142198829786704,,
Rb_Fe,Rb,Fe,0,3.62,0.4688776071921404,3.15112239280786,,
Rb_Rh,Rb,Rh,0,3.62,0.4538867397147434,3.166113260285257,,
Rb_In,Rb,In,0,3.62,0.4741243610124034,3.145875638987597,,
Yb_Zr,Yb,Zr,0,3.62,0.4970815635752204,3.12291843642478,,
Lu_Zr,Lu,Zr,0,3.62,0.4901568223592221,3.129843177640778,,
Pu_Zr,Pu,Zr,0,3.62,0.4213991417292563,3.198600858270744,,
Sm_Nb,Sm,Nb,0,3.62,0.467696353152351,3.152303646847649,,
Eu_Nb,Eu,Nb,0,3.62,0.4749468125290818,3.145053187470918,,
Ba_Tc,Ba,Tc,0,3.62,0.438054070378268,3.181945929621732,,
Ac_Tc,Ac,Tc,0,3.62,0.4738983782749014,3.146101621725099,,
Tb_Bk,Tb,Bk,0,3.62,0.4630581232568644,3.156941876743136,,
Tb_Cf,Tb,Cf,0,3.62,0.4659961458608752,3.154003854139125,,
Dy_Ta,Dy,Ta,0,3.62,0.4874783178209753,3.132521682179025,,
Ho_Ta,Ho,Ta,0,3.62,0.4892838818661818,3.130716118133818,,
Yb_Hf,Yb,Hf,0,3.62,0.4978214265192673,3.122178573480733,,
Lu_Hf,Lu,Hf,0,3.62,0.4900051190985929,3.129994880901407,,
Pu_Hf,Pu,Hf,0,3.62,0.4185346940955752,3.201465305904425,,
Pa_W,Pa,W,0,3.62,0.4504566772656018,3.169543322734398,,
Ra_Ir,Ra,Ir,0,3.62,0.4571435753939505,3.16285642460605,,
K_Ti,K,Ti,0,3.63,0.4132396998542774,3.216760300145722,,
Ca_Yb,Ca,Yb,0,3.63,0.4163012021781421,3.213698797821858,,
Ca_Lu,Ca,Lu,0,3.63,0.4018740050097723,3.228125994990227,,
Pu_Ca,Pu,Ca,0,3.63,0.4027713912309934,3.227228608769007,,
Pr_Ti,Pr,Ti,0,3.63,0.4653029199046299,3.16469708009537,,
Ra_Fe,Ra,Fe,0,3.63,0.4447311247656972,3.185268875234303,,
Cs_As,Cs,As,1,3.63,0.5721649928756157,3.057835007124384,3.04,0.37
Sr_Bk,Sr,Bk,0,3.63,0.4039776680750498,3.22602233192495,,
Sr_Cf,Sr,Cf,0,3.63,0.4069156906790606,3.223084309320939,,
Pm_Nb,Pm,Nb,0,3.63,0.4670155970532374,3.162984402946762,,
Ra_Rh,Ra,Rh,0,3.63,0.4358207749770919,3.194179225022908,,
Ra_In,Ra,In,0,3.63,0.4457375958620265,3.184262404137973,,
Ba_Bi,Ba,Bi,0,3.63,0.4442171144250798,3.18578288557492,,
Nd_W,Nd,W,0,3.63,0.4684682552815481,3.161531744718452,,
Tb_Cm,Tb,Cm,0,3.63,0.4971344146577444,3.132865585342255,,
Ac_Bi,Ac,Bi,0,3.63,0.4814843789596763,3.148515621040324,,
Na_Sm,Na,Sm,0,3.64,0.4119967864082202,3.22800321359178,,
Na_Eu,Na,Eu,0,3.64,0.411209626043096,3.228790373956904,,
Tb_Sc,Tb,Sc,0,3.64,0.4670106098064826,3.172989390193517,,
Ce_Ti,Ce,Ti,0,3.64,0.4604644779093805,3.17953552209062,,
Cs_Ge,Cs,Ge,1,3.64,0.5314247347152348,3.108575265284765,,
Cs_Se,Cs,Se,1,3.64,0.6394991163299363,3.000500883670064,2.98,0.37
Cs_Br,Cs,Br,1,3.64,0.673200763614917,2.966799236385083,2.95,0.37
Rb_Cd,Rb,Cd,0,3.64,0.492872733324626,3.147127266675374,,
Rb_Os,Rb,Os,0,3.64,0.4577334066896749,3.182266593310325,,
Sr_Cm,Sr,Cm,0,3.64,0.4375924471655348,3.202407552834465,,
Er_Zr,Er,Zr,0,3.64,0.4850025233614628,3.154997476638537,,
Pa_Nb,Pa,Nb,0,3.64,0.4506743044527426,3.189325695547257,,
Bk_Gd,Bk,Gd,0,3.64,0.2736518869216252,3.366348113078375,,
Cf_Gd,Cf,Gd,0,3.64,0.2798734634549276,3.360126536545072,,
Tb_Ta,Tb,Ta,0,3.64,0.4796083471507413,3.160391652849258,,
Er_Hf,Er,Hf,0,3.64,0.4825986812598512,3.157401318740149,,
Bk_U,Bk,U,0,3.64,0.300871608674456,3.339128391325544,,
Cf_U,Cf,U,0,3.64,0.3021157001610452,3.337884299838954,,
