bond,Atom1,Atom2,confident_prediction,Rcov_sum,delta,R0_estimated,R0_empirical,B
Tl_Ni,Tl,Ni,0,2.69,-0.07408115225653539,2.764081152256535,,
Tc_Zn,Tc,Zn,0,2.69,0.2997870603437784,2.390212939656222,,
Tc_Ga,Tc,Ga,0,2.69,0.3339942943425654,2.356005705657434,,
At_As,At,As,1,2.69,-0.1355685475800434,2.825568547580043,,
Rn_As,Rn,As,0,2.69,-0.06289293359093862,2.752892933590938,,
Li_Fe,Li,Fe,0,2.7,0.3721141251958734,2.327885874804127,,
Li_Rh,Li,Rh,0,2.7,0.3543139503835797,2.34568604961642,,
Li_In,Li,In,0,2.7,0.3470710405174126,2.352928959482588,,
Pm_N,Pm,N,1,2.7,0.4791703390665142,2.220829660933486,,
Ce_O,Ce,O,1,2.7,0.5603863195134118,2.139613680486589,2.09325,0.37
Bk_Cl,Bk,Cl,1,2.7,0.2416121123432335,2.458387887656767,2.46,0.37
Cf_Cl,Cf,Cl,1,2.7,0.2515004706318875,2.448499529368113,2.45,0.37
Nb_Ar,Nb,Ar,0,2.7,0.385923083657883,2.314076916342117,,
Mn_Ge,Mn,Ge,1,2.7,0.3545192227158921,2.345480777284108,,
Mn_Se,Mn,Se,1,2.7,0.3787928819132739,2.321207118086726,2.32,0.37
Mn_Br,Mn,Br,1,2.7,0.4214978517282872,2.278502148271713,2.26,0.37
Cu_Co,Cu,Co,0,2.7,0.468113423205327,2.231886576794673,,
Hg_Co,Hg,Co,0,2.7,0.06037897650082286,2.639621023499177,,
Ru_Ni,Ru,Ni,0,2.7,0.2777681979239202,2.42223180207608,,
Pb_Ni,Pb,Ni,0,2.7,-0.03327159306753585,2.733271593067536,,
Cu_Te,Cu,Te,1,2.7,0.4326169616349095,2.267383038365091,2.27,0.37
Bi_Zn,Bi,Zn,0,2.7,-0.03350117039368411,2.733501170393684,,
Bi_Ga,Bi,Ga,0,2.7,0.0238220893905936,2.676177910609407,,
At_Ge,At,Ge,1,2.7,-0.05827534561684838,2.758275345616849,,
Ge_Rn,Ge,Rn,0,2.7,0.09226996832734513,2.607730031672655,,
Re_As,Re,As,1,2.7,0.192097665602652,2.507902334397348,2.54,0.37
At_Se,At,Se,1,2.7,-0.1170957976089744,2.817095797608975,,
Rn_Se,Rn,Se,0,2.7,-0.0314774879711559,2.731477487971156,,
At_Br,At,Br,1,2.7,-0.07253968532604099,2.772539685326041,,
Rn_Br,Rn,Br,0,2.7,0.0153893273366501,2.68461067266335,,
Mo_Kr,Mo,Kr,0,2.7,0.3263479127584137,2.373652087241586,,
Hg_Te,Hg,Te,1,2.7,0.05789408028908574,2.642105919710914,2.61,0.37
Zr_Be,Zr,Be,0,2.71,0.3756495264802885,2.334350473519712,,
Hf_Be,Hf,Be,0,2.71,0.377645076207924,2.332354923792076,,
Yb_B,Yb,B,1,2.71,0.4963369595573332,2.213663040442667,,
Lu_B,Lu,B,1,2.71,0.4883229615949092,2.221677038405091,,
Pu_B,Pu,B,0,2.71,0.4144582269911689,2.295541773008831,,
Sm_C,Sm,C,1,2.71,0.4797635178309031,2.230236482169097,,
Eu_C,Eu,C,1,2.71,0.485935083763851,2.224064916236149,,
Pa_N,Pa,N,1,2.71,0.4565480897219281,2.253451910278072,,
Na_S,Na,S,1,2.71,0.4457634848682666,2.264236515131733,2.27,0.3699999999999999
Al_Mn,Al,Mn,0,2.71,0.1658702868420651,2.544129713157935,,
Al_At,Al,At,1,2.71,0.196384559946573,2.513615440053427,,
Al_Rn,Al,Rn,0,2.71,0.1913661821587021,2.518633817841298,,
Ti_Si,Ti,Si,1,2.71,0.4029780947142542,2.307021905285746,,
Nb_P,Nb,P,1,2.71,0.2627768726762429,2.447223127323757,2.46,0.37
Cm_Cl,Cm,Cl,1,2.71,0.1312625730153545,2.578737426984646,2.62,0.37
Cr_Cu,Cr,Cu,0,2.71,0.3430473114699443,2.366952688530056,,
Cr_Hg,Cr,Hg,0,2.71,0.3186055591840611,2.391394440815939,,
Tc_Ni,Tc,Ni,0,2.71,0.2874907295766033,2.422509270423397,,
Cu_Pd,Cu,Pd,0,2.71,0.5080683896833437,2.201931610316656,,
Sn_Cu,Sn,Cu,0,2.71,0.1050745896574828,2.604925410342517,,
Cu_Sb,Cu,Sb,1,2.71,0.4797895051400756,2.230210494859924,,
Cu_I,Cu,I,1,2.71,0.4966788757370912,2.213321124262909,2.19575,0.37
Re_Ge,Re,Ge,1,2.71,0.2146502767402171,2.495349723259783,,
Re_Se,Re,Se,1,2.71,0.2380286569442396,2.47197134305576,2.5,0.37
Re_Br,Re,Br,1,2.71,0.2823884691314971,2.427611530868503,2.45,0.37
Hg_Pd,Hg,Pd,0,2.71,0.1807096554052648,2.529290344594735,,
Hg_Sn,Hg,Sn,0,2.71,0.1248473626791558,2.585152637320844,,
Hg_Sb,Hg,Sb,1,2.71,0.1022418814881909,2.607758118511809,,
Hg_I,Hg,I,1,2.71,0.1163539917411369,2.593646008258863,2.59,0.37
Cs_He,Cs,He,0,2.72,0.521621360787641,2.198378639212359,,
Li_Cd,Li,Cd,0,2.72,0.370842438174508,2.349157561825492,,
Li_Os,Li,Os,0,2.72,0.3531371302174007,2.366862869782599,,
Ca_Be,Ca,Be,0,2.72,0.3600269046686584,2.359973095331341,,
Pm_C,Pm,C,1,2.72,0.4790531223010765,2.240946877698923,,
Nd_N,Nd,N,1,2.72,0.482527400567375,2.237472599432625,2.2505,0.37
Th_O,Th,O,1,2.72,0.536870640450094,2.183129359549906,2.167,0.37
Ba_F,Ba,F,1,2.72,0.5177819213797843,2.202218078620215,2.188,0.37
Ac_F,Ac,F,1,2.72,0.5677066602873222,2.152293339712678,2.13,0.37
Na_Ar,Na,Ar,0,2.72,0.5044431758136446,2.215556824186355,,
Re_Al,Re,Al,0,2.72,0.2273612276204123,2.492638772379587,,
Sc_Cl,Sc,Cl,1,2.72,0.4798889951228394,2.24011100487716,2.23,0.37
Ta_Cl,Ta,Cl,1,2.72,0.4139151071435082,2.306084892856492,2.3,0.37
V_As,V,As,1,2.72,0.317409330372685,2.402590669627315,2.39,0.37
Mn_Zn,Mn,Zn,0,2.72,0.38077858969158,2.33922141030842,,
Mn_Ga,Mn,Ga,0,2.72,0.4071564365291788,2.312843563470821,,
Bi_Ni,Bi,Ni,0,2.72,-0.03484137497577822,2.754841374975778,,
Cu_Xe,Cu,Xe,0,2.72,0.4837052708475886,2.236294729152411,,
Cu_Po,Cu,Po,1,2.72,0.4561453157373159,2.263854684262684,,
Zn_At,Zn,At,1,2.72,0.2568650419568729,2.463134958043127,,
Zn_Rn,Zn,Rn,0,2.72,0.2368510649175771,2.483148935082423,,
Ga_At,Ga,At,1,2.72,0.1385401322099718,2.581459867790028,,
Ga_Rn,Ga,Rn,0,2.72,0.1428365958839045,2.577163404116095,,
Hg_Xe,Hg,Xe,0,2.72,0.1181796719311669,2.601820328068833,,
Pt_Pt,Pt,Pt,0,2.72,0.3517434550029806,2.36825654499702,,
Pt_Au,Pt,Au,0,2.72,0.3796128234577932,2.340387176542207,,
Au_Au,Au,Au,0,2.72,0.4043373226047812,2.315662677395219,,
Hg_Po,Hg,Po,1,2.72,0.08020747468569339,2.639792525314306,,
Li_Ag,Li,Ag,0,2.73,0.3551144720135139,2.374885527986486,,
Li_Tl,Li,Tl,0,2.73,0.378728701728789,2.351271298271211,,
Er_B,Er,B,1,2.73,0.4817804850941506,2.248219514905849,,
Pa_C,Pa,C,1,2.73,0.4560423571785894,2.273957642821411,,
La_O,La,O,1,2.73,0.5607884046982872,2.169211595301713,2.16,0.37
Ba_Ne,Ba,Ne,0,2.73,0.5144884986095385,2.215511501390461,,
Ac_Ne,Ac,Ne,0,2.73,0.5652383700667318,2.164761629933268,,
Na_P,Na,P,1,2.73,0.3606430412233782,2.369356958776622,2.36,0.37
Mg_Cu,Mg,Cu,0,2.73,0.3437930244245012,2.386206975575499,,
Mg_Hg,Mg,Hg,0,2.73,0.321575862246931,2.408424137753069,,
W_Si,W,Si,1,2.73,0.3077271840292021,2.422272815970798,,
Bk_S,Bk,S,1,2.73,0.2297797866059664,2.500220213394034,,
Cf_S,Cf,S,1,2.73,0.2371052831761904,2.49289471682381,,
V_Ge,V,Ge,1,2.73,0.3333793259688493,2.39662067403115,,
V_Se,V,Se,1,2.73,0.3670961018296915,2.362903898170309,2.33,0.37
V_Br,V,Br,1,2.73,0.4191105225311338,2.310889477468866,2.3,0.37
Ir_Cu,Ir,Cu,0,2.73,0.1793543441223049,2.550645655877695,,
Re_Zn,Re,Zn,0,2.73,0.227472572712729,2.502527427287271,,
Re_Ga,Re,Ga,0,2.73,0.2585345943551729,2.471465405644827,,
Mo_As,Mo,As,1,2.73,0.2302593618331479,2.499740638166852,2.52,0.37
Hg_Ir,Hg,Ir,0,2.73,0.12611784847332,2.60388215152668,,
Li_Ru,Li,Ru,0,2.74,0.3482932525006296,2.391706747499371,,
Li_Pb,Li,Pb,0,2.74,0.3823135375085109,2.357686462491489,,
Y_B,Y,B,1,2.74,0.4443473177499639,2.295652682250036,,
Tm_B,Tm,B,1,2.74,0.492983854877074,2.247016145122926,,
Np_B,Np,B,0,2.74,0.419421038915437,2.320578961084563,,
Nd_C,Nd,C,1,2.74,0.4804229209117249,2.259577079088275,,
K_N,K,N,1,2.74,0.4940565509733091,2.245943449026691,2.24,0.37
Pr_N,Pr,N,1,2.74,0.4857169035466976,2.254283096453302,2.2575,0.37
V_Al,V,Al,0,2.74,0.3504839609525793,2.389516039047421,,
Cm_S,Cm,S,1,2.74,0.1255099560187846,2.614490043981216,,
Bk_Ar,Bk,Ar,0,2.74,0.2587719802595441,2.481228019740456,,
Cf_Ar,Cf,Ar,0,2.74,0.2683076437903281,2.471692356209672,,
Mn_Ni,Mn,Ni,0,2.74,0.3737972670328399,2.36620273296716,,
Fe_Cu,Fe,Cu,0,2.74,0.4020716810791368,2.337928318920863,,
Hg_Fe,Hg,Fe,0,2.74,0.1162931258138959,2.623706874186104,,
Pt_Co,Pt,Co,0,2.74,0.3183196407378198,2.42168035926218,,
Au_Co,Au,Co,0,2.74,0.3592940265516216,2.380705973448379,,
Ni_At,Ni,At,1,2.74,0.3053081515123142,2.434691848487686,,
Ni_Rn,Ni,Rn,0,2.74,0.2874270620822194,2.452572937917781,,
Rh_Cu,Rh,Cu,0,2.74,0.3468279094976111,2.393172090502389,,
In_Cu,In,Cu,0,2.74,0.1824213562454337,2.557578643754566,,
Mo_Ge,Mo,Ge,1,2.74,0.2484706387390606,2.49152936126094,,
Mo_Se,Mo,Se,1,2.74,0.2784060606895389,2.461593939310461,2.49,0.37
Mo_Br,Mo,Br,1,2.74,0.3271316650053346,2.412868334994666,2.43,0.37
Rh_Hg,Rh,Hg,0,2.74,0.31851428400865,2.42148571599135,,
Hg_In,Hg,In,0,2.74,0.09222637736044198,2.647773622639558,,
Pt_Te,Pt,Te,1,2.74,0.3131180145967306,2.426881985403269,2.45,0.37
Au_Te,Au,Te,1,2.74,0.3377690539061388,2.402230946093861,2.41,0.37
Cs_H,Cs,H,1,2.75,0.3370320881211478,2.412967911878852,2.44,0.37
Li_Tc,Li,Tc,0,2.75,0.377085750225682,2.372914249774318,,
Ce_N,Ce,N,1,2.75,0.4828864106508047,2.267113589349195,2.24375,0.37
Mo_Al,Mo,Al,0,2.75,0.2623401111374244,2.487659888862575,,
Nb_Si,Nb,Si,1,2.75,0.3389086929457095,2.41109130705429,,
Bk_P,Bk,P,1,2.75,0.1842703535043285,2.565729646495671,,
Cf_P,Cf,P,1,2.75,0.2013946608732569,2.548605339126743,,
Sc_S,Sc,S,1,2.75,0.4362172939562022,2.313782706043798,2.321,0.37
Ta_S,Ta,S,1,2.75,0.3732089752290208,2.376791024770979,2.39,0.37
Cm_Ar,Cm,Ar,0,2.75,0.1416710230426813,2.608328976957319,,
V_Zn,V,Zn,0,2.75,0.3666658762488054,2.383334123751195,,
V_Ga,V,Ga,0,2.75,0.3835851185652074,2.366414881434793,,
Cr_Pt,Cr,Pt,0,2.75,0.3125448744520948,2.437455125547905,,
Cr_Au,Cr,Au,0,2.75,0.3458211211968425,2.404178878803157,,
Re_Ni,Re,Ni,0,2.75,0.2123278637129373,2.537672136287063,,
Pt_Pd,Pt,Pd,0,2.75,0.4116359898929158,2.338364010107084,,
Au_Pd,Au,Pd,0,2.75,0.4369006118194804,2.31309938818052,,
Pt_Sn,Pt,Sn,0,2.75,0.3653762827957452,2.384623717204255,,
Au_Sn,Au,Sn,0,2.75,0.3898686560535918,2.360131343946408,,
Pt_Sb,Pt,Sb,1,2.75,0.3501000075153043,2.399899992484696,,
Au_Sb,Au,Sb,1,2.75,0.3662047750542866,2.383795224945713,,
Pt_I,Pt,I,1,2.75,0.376485381169268,2.373514618830732,2.37,0.37
Au_I,Au,I,1,2.75,0.3971901304983677,2.352809869501632,2.34,0.37
Li_Bi,Li,Bi,0,2.76,0.3745678726759616,2.385432127324038,,
Am_Be,Am,Be,0,2.76,0.3096095400276223,2.450390459972378,,
Dy_B,Dy,B,1,2.76,0.4866347471899677,2.273365252810032,,
Ho_B,Ho,B,1,2.76,0.4864066247083534,2.273593375291647,,
K_C,K,C,1,2.76,0.4738928841798012,2.286107115820199,,
Pr_C,Pr,C,1,2.76,0.4832260449105743,2.276773955089426,,
Cm_P,Cm,P,1,2.76,0.09932181826155315,2.660678181738447,,
Sc_Ar,Sc,Ar,0,2.76,0.4947076468331491,2.265292353166851,,
Ta_Ar,Ta,Ar,0,2.76,0.4202202690092648,2.339779730990735,,
Ti_Kr,Ti,Kr,0,2.76,0.4609493515820655,2.299050648417934,,
Co_Co,Co,Co,0,2.76,0.334851709138497,2.425148290861503,,
Co_Te,Co,Te,1,2.76,0.2962530457947541,2.463746954205245,2.46,0.37
Cd_Cu,Cd,Cu,0,2.76,0.2715229443760083,2.488477055623991,,
Os_Cu,Os,Cu,0,2.76,0.2974365579156983,2.462563442084301,,
Mo_Zn,Mo,Zn,0,2.76,0.2708408274449744,2.489159172555025,,
Mo_Ga,Mo,Ga,0,2.76,0.2973383419195583,2.462661658080441,,
Cd_Hg,Cd,Hg,0,2.76,0.2580113915064165,2.501988608493583,,
Te_Te,Te,Te,1,2.76,0.01464883564647618,2.745351164353524,2.76,0.37
Pt_Xe,Pt,Xe,0,2.76,0.3735328024183994,2.386467197581601,,
Au_Xe,Au,Xe,0,2.76,0.3872219888840511,2.372778011115948,,
Os_Hg,Os,Hg,0,2.76,0.2820543449001384,2.477945655099862,,
Pt_Po,Pt,Po,1,2.76,0.3299360222309429,2.430063977769057,,
Au_Po,Au,Po,1,2.76,0.3585217137823644,2.401478286217635,,
Ce_C,Ce,C,1,2.77,0.4780607599344381,2.291939240065562,,
Th_N,Th,N,1,2.77,0.4619588518764925,2.308041148123507,2.34,0.37
Rb_F,Rb,F,1,2.77,0.6209652304743432,2.149034769525657,2.16,0.37
Na_Si,Na,Si,1,2.77,0.41700016795715,2.35299983204285,,
Mg_Pt,Mg,Pt,0,2.77,0.3168702060874323,2.453129793912568,,
Mg_Au,Mg,Au,0,2.77,0.3487521926398616,2.421247807360138,,
Sc_P,Sc,P,1,2.77,0.3574030235961768,2.412596976403823,2.4,0.37
Ta_P,Ta,P,1,2.77,0.3045859784911901,2.46541402150881,2.47,0.37
Zr_Cl,Zr,Cl,1,2.77,0.4632455528788915,2.306754447121108,2.33,0.37
Hf_Cl,Hf,Cl,1,2.77,0.4526235428721427,2.317376457127857,2.3,0.37
V_Ni,V,Ni,0,2.77,0.3495012028171158,2.420498797182884,,
Cr_Co,Cr,Co,0,2.77,0.2743657039157203,2.495634296084279,,
Cr_Te,Cr,Te,1,2.77,0.2486650007326923,2.521334999267307,2.52,0.37
Co_Pd,Co,Pd,0,2.77,0.4210536209377748,2.348946379062225,,
Sn_Co,Sn,Co,0,2.77,0.03194068289251389,2.738059317107486,,
Co_Sb,Co,Sb,1,2.77,0.3603032785854619,2.409696721414538,,
Co_I,Co,I,1,2.77,0.3650317071442297,2.40496829285577,,
Ag_Cu,Ag,Cu,0,2.77,0.4158710024169476,2.354128997583052,,
Tl_Cu,Tl,Cu,0,2.77,-0.005903892232504315,2.775903892232504,,
Te_Pd,Te,Pd,1,2.77,0.2811417869980837,2.488858213001916,2.48,0.37
Ag_Hg,Ag,Hg,0,2.77,0.3852585339304719,2.384741466069528,,
Sn_Te,Sn,Te,1,2.77,0.01386715541048988,2.756132844589509,2.7535,0.37
Sb_Te,Sb,Te,1,2.77,0.01160827625413308,2.758391723745866,2.78,0.37
Te_I,Te,I,1,2.77,0.03708593724746428,2.732914062752535,2.771,0.37
Pt_Ir,Pt,Ir,0,2.77,0.3688739715385227,2.401126028461477,,
Au_Ir,Au,Ir,0,2.77,0.3977855724846766,2.372214427515323,,
Tl_Hg,Tl,Hg,0,2.77,-0.03640795318720252,2.806407953187203,,
Li_Mn,Li,Mn,0,2.78,0.3452986983479662,2.434701301652034,,
Li_At,Li,At,1,2.78,0.4322154437668573,2.347784556233143,,
Li_Rn,Li,Rn,0,2.78,0.4236459943952723,2.356354005604728,,
Tb_B,Tb,B,1,2.78,0.4742794701318748,2.305720529868125,,
La_N,La,N,1,2.78,0.4833022783992538,2.296697721600746,2.3005,0.37
Ra_F,Ra,F,1,2.78,0.5535243718518674,2.226475628148132,,
Rb_Ne,Rb,Ne,0,2.78,0.6188947914417218,2.161105208558278,,
Ca_Cl,Ca,Cl,1,2.78,0.4357925304026479,2.344207469597352,2.37,0.37
Cr_Cr,Cr,Cr,0,2.78,0.2920475378608439,2.487952462139156,,
Cr_Pd,Cr,Pd,0,2.78,0.369428014207046,2.410571985792954,,
Cr_Sn,Cr,Sn,0,2.78,0.317629111711478,2.462370888288522,,
Cr_Sb,Cr,Sb,1,2.78,0.3029405506773462,2.477059449322653,,
Cr_I,Cr,I,1,2.78,0.3190404084070926,2.460959591592907,2.45,0.37
Pt_Fe,Pt,Fe,0,2.78,0.3621005832018515,2.417899416798149,,
Au_Fe,Au,Fe,0,2.78,0.3894134868915601,2.39058651310844,,
Co_Xe,Co,Xe,0,2.78,0.378554621343704,2.401445378656296,,
Co_Po,Co,Po,1,2.78,0.3197352780275929,2.460264721972407,,
Mo_Ni,Mo,Ni,0,2.78,0.2500668198295696,2.529933180170431,,
Ru_Cu,Ru,Cu,0,2.78,0.3483375184699082,2.431662481530092,,
Pb_Cu,Pb,Cu,0,2.78,0.04228325896047835,2.737716741039522,,
W_Kr,W,Kr,0,2.78,0.352810537245478,2.427189462754522,,
Ru_Hg,Ru,Hg,0,2.78,0.322988202997184,2.457011797002816,,
Rh_Pt,Rh,Pt,0,2.78,0.323276701836228,2.456723298163772,,
Rh_Au,Rh,Au,0,2.78,0.350456582835529,2.429543417164471,,
Pd_Pd,Pd,Pd,0,2.78,0.4491771893270444,2.330822810672955,,
Sn_Pd,Sn,Pd,0,2.78,0.2199044737962296,2.56009552620377,,
Sb_Pd,Sb,Pd,1,2.78,0.2421691981825254,2.537830801817474,,
I_Pd,I,Pd,1,2.78,0.3599445361255609,2.420055463874439,2.38,0.37
Pt_In,Pt,In,0,2.78,0.3361753171327386,2.443824682867262,,
Au_In,Au,In,0,2.78,0.3570993211231465,2.422900678876854,,
Sn_Sn,Sn,Sn,0,2.78,0.105719261570522,2.674280738429478,,
Sn_Sb,Sn,Sb,1,2.78,0.07352100957017707,2.706478990429823,,
Sn_I,Sn,I,1,2.78,0.07545159157006137,2.704548408429938,2.737333333333333,0.3699999999999999
Sb_Sb,Sb,Sb,1,2.78,0.08142434470074744,2.698575655299252,,
Sb_I,Sb,I,1,2.78,0.0719691802770864,2.708030819722913,2.72,0.37
Te_Xe,Te,Xe,0,2.78,0.0478956240008887,2.732104375999111,,
Po_Te,Po,Te,1,2.78,-0.08681135737205142,2.866811357372051,,
I_I,I,I,1,2.78,0.08485378097113899,2.695146219028861,,
Hg_Pb,Hg,Pb,0,2.78,0.1262457527944612,2.653754247205539,,
Li_Re,Li,Re,0,2.79,0.349181334051832,2.440818665948168,,
Sr_B,Sr,B,1,2.79,0.4137294037024916,2.376270596297509,,
Th_C,Th,C,1,2.79,0.4592765328638931,2.330723467136107,,
Ra_Ne,Ra,Ne,0,2.79,0.5502309490816216,2.239769050918378,,
Mg_Co,Mg,Co,0,2.79,0.2791685431180165,2.510831456881983,,
Mg_Te,Mg,Te,1,2.79,0.2581596852213783,2.531840314778622,2.53,0.37
Bk_Si,Bk,Si,0,2.79,0.2851577688699605,2.50484223113004,,
Cf_Si,Cf,Si,0,2.79,0.2892600363221263,2.500739963677874,,
Ti_As,Ti,As,1,2.79,0.3544175755053496,2.43558242449465,2.42,0.37
Cr_Xe,Cr,Xe,0,2.79,0.3293651353475643,2.460634864652436,,
Cr_Po,Cr,Po,1,2.79,0.2706280701543524,2.519371929845648,,
Ir_Co,Ir,Co,0,2.79,0.1120854914617253,2.677914508538275,,
Tc_Cu,Tc,Cu,0,2.79,0.3571573966802421,2.432842603319758,,
Tc_Hg,Tc,Hg,0,2.79,0.3279622244262754,2.462037775573725,,
Pd_Xe,Pd,Xe,0,2.79,0.3884778752056702,2.40152212479433,,
Po_Pd,Po,Pd,1,2.79,0.1236233444079151,2.666376655592085,,
Sn_Xe,Sn,Xe,0,2.79,0.09155066328133493,2.698449336718665,,
Sn_Po,Sn,Po,1,2.79,0.03208850119854634,2.757911498801453,,
Sb_Xe,Sb,Xe,0,2.79,0.08936342573399073,2.700636574266009,,
Sb_Po,Sb,Po,1,2.79,0.03126039056499003,2.75873960943501,,
Ir_Te,Ir,Te,1,2.79,0.106004909677927,2.683995090322073,2.71,0.37
I_Xe,I,Xe,0,2.79,0.08519802943354979,2.70480197056645,,
Po_I,Po,I,1,2.79,-0.06181325642473878,2.851813256424739,,
Gd_B,Gd,B,1,2.8,0.4826780755965392,2.317321924403461,,
U_B,U,B,0,2.8,0.4378880743233248,2.362111925676675,,
La_C,La,C,1,2.8,0.4808114197631306,2.319188580236869,,
Mg_Cr,Mg,Cr,0,2.8,0.2944580784706344,2.505541921529365,,
Mg_Pd,Mg,Pd,0,2.8,0.3662858584515121,2.433714141548488,,
Mg_Sn,Mg,Sn,0,2.8,0.3239449697834983,2.476055030216501,,
Mg_Sb,Mg,Sb,1,2.8,0.307160023530846,2.492839976469154,,
Mg_I,Mg,I,1,2.8,0.3335244033080473,2.466475596691953,2.46,0.37
Cm_Si,Cm,Si,0,2.8,0.2021840290686555,2.597815970931344,,
Zr_S,Zr,S,1,2.8,0.4170636340752673,2.382936365924733,2.41,0.37
Hf_S,Hf,S,1,2.8,0.4115047797012929,2.388495220298707,2.39,0.37
Ti_Ge,Ti,Ge,1,2.8,0.3669137805387783,2.433086219461221,,
Ti_Se,Ti,Se,1,2.8,0.4064559189971089,2.393544081002891,2.38,0.37
Ti_Br,Ti,Br,1,2.8,0.4615542458694912,2.338445754130509,2.32,0.37
Cr_Ir,Cr,Ir,0,2.8,0.3353106452571758,2.464689354742824,,
Fe_Co,Fe,Co,0,2.8,0.3368987630576266,2.463101236942373,,
Fe_Te,Fe,Te,1,2.8,0.3060655487397167,2.493934451260283,2.53,0.37
Rh_Co,Rh,Co,0,2.8,0.2746953271792316,2.525304672820768,,
In_Co,In,Co,0,2.8,0.1095947454181828,2.690405254581817,,
Bi_Cu,Bi,Cu,0,2.8,0.0407134770522361,2.759286522947764,,
Nb_Kr,Nb,Kr,0,2.8,0.3981622724578004,2.401837727542199,,
Rh_Te,Rh,Te,1,2.8,0.2648296487263436,2.535170351273656,2.55,0.37
Ir_Pd,Ir,Pd,0,2.8,0.229404811542035,2.570595188457965,,
Pt_Cd,Pt,Cd,0,2.8,0.3287149852118522,2.471285014788148,,
Cd_Au,Cd,Au,0,2.8,0.2779931737158859,2.522006826284114,,
In_Te,In,Te,1,2.8,0.1109959128453581,2.689004087154642,2.69,0.37
Ir_Sn,Ir,Sn,0,2.8,0.1703088701202974,2.629691129879702,,
Ir_Sb,Ir,Sb,1,2.8,0.1550327428787839,2.644967257121216,,
Ir_I,Ir,I,1,2.8,0.1694262522580643,2.630573747741936,2.66,0.37
Xe_Xe,Xe,Xe,0,2.8,0.08179633318707957,2.71820366681292,,
Po_Xe,Po,Xe,0,2.8,-0.05550344902079979,2.8555034490208,,
Os_Pt,Os,Pt,0,2.8,0.2773679393095698,2.52263206069043,,
Os_Au,Os,Au,0,2.8,0.3017434380209281,2.498256561979072,,
Hg_Bi,Hg,Bi,0,2.8,0.1022418814881909,2.697758118511809,,
Po_Po,Po,Po,1,2.8,-0.05696787303269379,2.856967873032694,,
Li_V,Li,V,0,2.81,0.3414307330226335,2.468569266977366,,
Ba_O,Ba,O,1,2.81,0.5169279423103839,2.293072057689616,2.275,0.37
Ac_O,Ac,O,1,2.81,0.5591819161425229,2.250818083857477,2.24,0.37
Mg_Xe,Mg,Xe,0,2.81,0.3384327465860563,2.471567253413943,,
Mg_Po,Mg,Po,1,2.81,0.2790363221851438,2.530963677814856,,
Ti_Al,Ti,Al,0,2.81,0.3767794890607208,2.433220510939279,,
Sc_Si,Sc,Si,1,2.81,0.4348145083070023,2.375185491692998,,
Ta_Si,Ta,Si,1,2.81,0.3732148541418994,2.436785145858101,,
Ca_S,Ca,S,1,2.81,0.3883086518409578,2.421691348159042,2.45,0.37
Zr_Ar,Zr,Ar,0,2.81,0.4710117148257603,2.33898828517424,,
Hf_Ar,Hf,Ar,0,2.81,0.45929277289557,2.35070722710443,,
Cr_Fe,Cr,Fe,0,2.81,0.329860548978043,2.480139451021957,,
Cr_Rh,Cr,Rh,0,2.81,0.3059090316909631,2.504090968309037,,
Cr_In,Cr,In,0,2.81,0.2854357822771217,2.524564217722878,,
Fe_Pd,Fe,Pd,0,2.81,0.4222021354113259,2.387797864588673,,
Fe_Sn,Fe,Sn,0,2.81,0.3726207992818933,2.437379200718106,,
Fe_Sb,Fe,Sb,1,2.81,0.3569388875525421,2.453061112447458,,
Fe_I,Fe,I,1,2.81,0.3781815749369961,2.431818425063004,2.47,0.37
W_As,W,As,1,2.81,0.2662091629774523,2.543790837022548,2.54,0.37
Rh_Pd,Rh,Pd,0,2.81,0.3924091541450396,2.41759084585496,,
Rh_Sn,Rh,Sn,0,2.81,0.3326488527776239,2.477351147222376,,
Rh_Sb,Rh,Sb,1,2.81,0.3166804513363607,2.493319548663639,,
Rh_I,Rh,I,1,2.81,0.3288964814463222,2.481103518553677,2.48,0.37
In_Pd,In,Pd,0,2.81,0.2574855722819376,2.552514427718062,,
Ag_Pt,Ag,Pt,0,2.81,0.3840147722280857,2.425985227771914,,
Ag_Au,Ag,Au,0,2.81,0.4193640946897744,2.390635905310226,,
In_Sn,In,Sn,0,2.81,0.1758625486159882,2.634137451384011,,
In_Sb,In,Sb,1,2.81,0.1526512199098534,2.657348780090146,,
In_I,In,I,1,2.81,0.1727280280617892,2.637271971938211,2.63,0.37
Ir_Xe,Ir,Xe,0,2.81,0.1821716392108845,2.627828360789115,,
Ir_Po,Ir,Po,1,2.81,0.1262516837679496,2.68374831623205,,
Pt_Tl,Pt,Tl,0,2.81,0.3596918501202224,2.450308149879778,,
Au_Tl,Au,Tl,0,2.81,0.385138746015713,2.424861253984287,,
Li_Mo,Li,Mo,0,2.82,0.350358154218011,2.46964184578199,,
Sm_B,Sm,B,1,2.82,0.4704784668840979,2.349521533115902,,
Eu_B,Eu,B,1,2.82,0.4752274033218262,2.344772596678174,,
Na_Kr,Na,Kr,0,2.82,0.5118367120407324,2.308163287959268,,
Mg_Mg,Mg,Mg,0,2.82,0.2839420701480999,2.5360579298519,,
Mg_Ir,Mg,Ir,0,2.82,0.3387374735534351,2.481262526446565,,
Zr_P,Zr,P,1,2.82,0.3439072316858309,2.47609276831417,2.52,0.37
